pricedate,Expiry,strike,option_type,impliedvol
02/01/2026,18/12/2026,6100,Call,20.57893562
02/01/2026,18/12/2026,6300,Call,19.6765461
02/01/2026,18/12/2026,6500,Call,18.70671654
02/01/2026,18/12/2026,6700,Call,17.69900513
02/01/2026,18/12/2026,6100,Put,21.53705215
02/01/2026,18/12/2026,6300,Put,20.51844978
02/01/2026,18/12/2026,6500,Put,19.47296143
02/01/2026,18/12/2026,6700,Put,18.4056282
02/01/2026,18/12/2026,4050,Put,33.74185562
02/01/2026,18/12/2026,5650,Put,23.81836891
02/01/2026,18/12/2026,5550,Put,24.33768845
02/01/2026,18/12/2026,4150,Put,32.98196411
02/01/2026,18/12/2026,5850,Put,22.80147934
02/01/2026,18/12/2026,4250,Put,32.2406311
02/01/2026,18/12/2026,3950,Put,34.50981903
02/01/2026,18/12/2026,5750,Put,23.30938148
02/01/2026,18/12/2026,4350,Put,31.5302639
02/01/2026,18/12/2026,5050,Put,27.0717411
02/01/2026,18/12/2026,4450,Put,30.8286972
02/01/2026,18/12/2026,4650,Put,29.50325012
02/01/2026,18/12/2026,5950,Put,22.30333519
02/01/2026,18/12/2026,6250,Put,20.7725563
02/01/2026,18/12/2026,4550,Put,30.16002655
02/01/2026,18/12/2026,6350,Put,20.26160431
02/01/2026,18/12/2026,4950,Put,27.65622711
02/01/2026,18/12/2026,6450,Put,19.73733521
02/01/2026,18/12/2026,6150,Put,21.28479576
02/01/2026,18/12/2026,4750,Put,28.87168884
02/01/2026,18/12/2026,6550,Put,19.20956039
02/01/2026,18/12/2026,6050,Put,21.79421616
02/01/2026,18/12/2026,4850,Put,28.25805664
02/01/2026,18/12/2026,5150,Put,26.50439835
02/01/2026,18/12/2026,4950,Call,25.42876816
02/01/2026,18/12/2026,6350,Call,19.43641472
02/01/2026,18/12/2026,4850,Call,25.82992363
02/01/2026,18/12/2026,6250,Call,19.89136505
02/01/2026,18/12/2026,4750,Call,26.21882629
02/01/2026,18/12/2026,6150,Call,20.34622002
02/01/2026,18/12/2026,6450,Call,18.9533577
02/01/2026,18/12/2026,6550,Call,18.45993805
02/01/2026,18/12/2026,6050,Call,20.81287003
02/01/2026,18/12/2026,3850,Call,28.30887794
02/01/2026,18/12/2026,5250,Call,24.21071243
02/01/2026,18/12/2026,5350,Call,23.79909134
02/01/2026,18/12/2026,4050,Call,28.25328255
02/01/2026,18/12/2026,5450,Call,23.38186455
02/01/2026,18/12/2026,5650,Call,22.5430851
02/01/2026,18/12/2026,5550,Call,22.9642067
02/01/2026,18/12/2026,4150,Call,28.09304428
02/01/2026,18/12/2026,5850,Call,21.68841171
02/01/2026,18/12/2026,3950,Call,28.37023926
02/01/2026,18/12/2026,4250,Call,27.84937286
02/01/2026,18/12/2026,4350,Call,27.60722351
02/01/2026,18/12/2026,5750,Call,22.11632919
02/01/2026,18/12/2026,4450,Call,27.30694199
02/01/2026,18/12/2026,5150,Call,24.6236248
02/01/2026,18/12/2026,5950,Call,21.25113106
02/01/2026,18/12/2026,5050,Call,25.02836227
02/01/2026,18/12/2026,4650,Call,26.59922028
02/01/2026,18/12/2026,4550,Call,26.95872879
02/01/2026,18/12/2026,3850,Put,35.32804108
02/01/2026,18/12/2026,5250,Put,25.94538307
02/01/2026,18/12/2026,5350,Put,25.40115166
02/01/2026,18/12/2026,5450,Put,24.86021423
02/01/2026,18/12/2026,9400,Put,16.10612488
02/01/2026,18/12/2026,6650,Put,18.67371559
02/01/2026,18/12/2026,6900,Put,17.33003807
02/01/2026,18/12/2026,7100,Put,16.29030991
02/01/2026,18/12/2026,6650,Call,17.95655441
02/01/2026,18/12/2026,6900,Call,16.66638374
02/01/2026,18/12/2026,7100,Call,15.65112782
02/01/2026,18/12/2026,9400,Call,12.60752296
02/01/2026,18/12/2026,7300,Call,14.71184063
02/01/2026,18/12/2026,7050,Call,15.90758896
02/01/2026,18/12/2026,6750,Call,17.44024467
02/01/2026,18/12/2026,7500,Call,13.89323235
02/01/2026,18/12/2026,7250,Call,14.93770695
02/01/2026,18/12/2026,7900,Call,12.7999239
02/01/2026,18/12/2026,6950,Call,16.40834427
02/01/2026,18/12/2026,6850,Call,16.92227554
02/01/2026,18/12/2026,7700,Call,13.25612831
02/01/2026,18/12/2026,7150,Call,15.41179657
02/01/2026,18/12/2026,7300,Put,15.34622192
02/01/2026,18/12/2026,6750,Put,18.13640022
02/01/2026,18/12/2026,7050,Put,16.54918861
02/01/2026,18/12/2026,7250,Put,15.57053661
02/01/2026,18/12/2026,7500,Put,14.55377388
02/01/2026,18/12/2026,6950,Put,17.06363106
02/01/2026,18/12/2026,7900,Put,13.57844543
02/01/2026,18/12/2026,7150,Put,16.04513931
02/01/2026,18/12/2026,6850,Put,17.59497833
02/01/2026,18/12/2026,7700,Put,13.97536755
02/01/2026,18/12/2026,11000,Call,14.87169552
02/01/2026,18/12/2026,11000,Put,21.50527191
02/01/2026,18/12/2026,4675,Call,26.46907616
02/01/2026,18/12/2026,6025,Call,20.90917015
02/01/2026,18/12/2026,5875,Call,21.5714817
02/01/2026,18/12/2026,6175,Call,20.22517395
02/01/2026,18/12/2026,6225,Call,19.99803543
02/01/2026,18/12/2026,2900,Call,
02/01/2026,18/12/2026,4525,Call,27.01104546
02/01/2026,18/12/2026,4325,Put,31.70185661
02/01/2026,18/12/2026,2900,Put,43.698452
02/01/2026,18/12/2026,5825,Put,22.92927742
02/01/2026,18/12/2026,2700,Put,45.65486908
02/01/2026,18/12/2026,4125,Put,33.17211151
02/01/2026,18/12/2026,4175,Put,32.7916069
02/01/2026,18/12/2026,5625,Put,23.94880867
02/01/2026,18/12/2026,5675,Put,23.69062042
02/01/2026,18/12/2026,3100,Put,41.83478165
02/01/2026,18/12/2026,6225,Put,20.9079895
02/01/2026,18/12/2026,4575,Put,29.9926033
02/01/2026,18/12/2026,4725,Put,29.03026772
02/01/2026,18/12/2026,6025,Put,21.92402649
02/01/2026,18/12/2026,4375,Put,31.35007477
02/01/2026,18/12/2026,6075,Put,21.66270638
02/01/2026,18/12/2026,4525,Put,30.32523918
02/01/2026,18/12/2026,5875,Put,22.67540932
02/01/2026,18/12/2026,6275,Put,20.6490078
02/01/2026,18/12/2026,6725,Put,18.26887894
02/01/2026,18/12/2026,5125,Put,26.64622307
02/01/2026,18/12/2026,4975,Put,27.5138588
02/01/2026,18/12/2026,4775,Put,28.71649551
02/01/2026,18/12/2026,6525,Put,19.34277153
02/01/2026,18/12/2026,6475,Put,19.60443115
02/01/2026,18/12/2026,5075,Put,26.93454933
02/01/2026,18/12/2026,5525,Put,24.46670532
02/01/2026,18/12/2026,4825,Put,28.40978813
02/01/2026,18/12/2026,5275,Put,25.80924797
02/01/2026,18/12/2026,2500,Put,47.71493149
02/01/2026,18/12/2026,6675,Put,18.5428791
02/01/2026,18/12/2026,5475,Put,24.73145103
02/01/2026,18/12/2026,5325,Put,25.53521156
02/01/2026,18/12/2026,4425,Put,31.00693703
02/01/2026,18/12/2026,5575,Put,24.20501518
02/01/2026,18/12/2026,5775,Put,23.17865181
02/01/2026,18/12/2026,5725,Put,23.43621826
02/01/2026,18/12/2026,4975,Call,25.53981018
02/01/2026,18/12/2026,6625,Call,18.07891083
02/01/2026,18/12/2026,6475,Call,18.83377647
02/01/2026,18/12/2026,4775,Call,26.10100746
02/01/2026,18/12/2026,6425,Call,19.07637787
02/01/2026,18/12/2026,5125,Call,24.71297264
02/01/2026,18/12/2026,5175,Call,24.50636864
02/01/2026,18/12/2026,4925,Call,25.50846481
02/01/2026,18/12/2026,6675,Call,17.82760429
02/01/2026,18/12/2026,5525,Call,23.05664444
02/01/2026,18/12/2026,5325,Call,24.00509453
02/01/2026,18/12/2026,5375,Call,23.79288292
02/01/2026,18/12/2026,5775,Call,22.00546646
02/01/2026,18/12/2026,5575,Call,22.84162903
02/01/2026,18/12/2026,6575,Put,19.07948303
02/01/2026,18/12/2026,4875,Put,28.10366631
02/01/2026,18/12/2026,5175,Put,26.36394882
02/01/2026,18/12/2026,5425,Put,24.99646759
02/01/2026,18/12/2026,4925,Put,27.80815887
02/01/2026,18/12/2026,5225,Put,26.08665466
02/01/2026,18/12/2026,5375,Put,25.26136017
02/01/2026,18/12/2026,4175,Call,28.06947708
02/01/2026,18/12/2026,5825,Call,21.79172134
02/01/2026,18/12/2026,4425,Call,27.35170174
02/01/2026,18/12/2026,5625,Call,22.64391899
02/01/2026,18/12/2026,4225,Call,27.96529388
02/01/2026,18/12/2026,3100,Call,
02/01/2026,18/12/2026,6125,Call,20.45736122
02/01/2026,18/12/2026,4375,Call,27.51003838
02/01/2026,18/12/2026,4625,Call,26.65198326
02/01/2026,18/12/2026,6325,Call,19.55901146
02/01/2026,18/12/2026,6075,Call,20.68776131
02/01/2026,18/12/2026,6275,Call,19.76770401
02/01/2026,18/12/2026,5975,Call,21.13587189
02/01/2026,18/12/2026,4575,Call,27.10398102
02/01/2026,18/12/2026,6375,Call,19.32009125
02/01/2026,18/12/2026,5025,Call,25.14460754
02/01/2026,18/12/2026,6725,Call,17.56861305
02/01/2026,18/12/2026,5225,Call,24.47634315
02/01/2026,18/12/2026,6575,Call,18.33569145
02/01/2026,18/12/2026,6525,Call,18.58499146
02/01/2026,18/12/2026,4875,Call,25.89879227
02/01/2026,18/12/2026,5075,Call,24.90761566
02/01/2026,18/12/2026,4825,Call,26.17328072
02/01/2026,18/12/2026,5425,Call,23.58247757
02/01/2026,18/12/2026,2500,Call,
02/01/2026,18/12/2026,5275,Call,24.21747017
02/01/2026,18/12/2026,5475,Call,23.36946297
02/01/2026,18/12/2026,4325,Call,27.67533112
02/01/2026,18/12/2026,5675,Call,22.42746735
02/01/2026,18/12/2026,5925,Call,21.35031891
02/01/2026,18/12/2026,2700,Call,
02/01/2026,18/12/2026,4275,Call,27.80537796
02/01/2026,18/12/2026,5725,Call,22.21934319
02/01/2026,18/12/2026,4125,Call,28.18217087
02/01/2026,18/12/2026,4725,Call,26.28073502
02/01/2026,18/12/2026,4475,Call,27.1787262
02/01/2026,18/12/2026,4275,Put,32.05891037
02/01/2026,18/12/2026,4225,Put,32.42832947
02/01/2026,18/12/2026,4475,Put,30.66306305
02/01/2026,18/12/2026,6125,Put,21.41441536
02/01/2026,18/12/2026,4625,Put,29.66436386
02/01/2026,18/12/2026,4675,Put,29.34602928
02/01/2026,18/12/2026,6325,Put,20.39012146
02/01/2026,18/12/2026,6175,Put,21.16053963
02/01/2026,18/12/2026,5975,Put,22.17196083
02/01/2026,18/12/2026,5925,Put,22.42507744
02/01/2026,18/12/2026,5025,Put,27.22520447
02/01/2026,18/12/2026,6375,Put,20.13057709
02/01/2026,18/12/2026,6625,Put,18.81245995
02/01/2026,18/12/2026,6425,Put,19.86963272
02/01/2026,18/12/2026,7075,Put,16.42615128
02/01/2026,18/12/2026,7425,Put,14.83004665
02/01/2026,18/12/2026,10400,Put,19.26387215
02/01/2026,18/12/2026,7225,Put,15.68984318
02/01/2026,18/12/2026,10600,Put,19.92975807
02/01/2026,18/12/2026,7175,Put,15.92683601
02/01/2026,18/12/2026,10200,Put,18.60134506
02/01/2026,18/12/2026,7275,Put,15.45416832
02/01/2026,18/12/2026,7350,Put,15.12925243
02/01/2026,18/12/2026,10800,Put,20.57991791
02/01/2026,18/12/2026,7375,Put,15.02944756
02/01/2026,18/12/2026,7325,Put,15.23732948
02/01/2026,18/12/2026,7450,Put,14.73029327
02/01/2026,18/12/2026,7575,Put,14.30871391
02/01/2026,18/12/2026,7475,Put,14.64461708
02/01/2026,18/12/2026,7550,Put,14.38770103
02/01/2026,18/12/2026,7750,Put,13.8527422
02/01/2026,18/12/2026,7650,Put,14.09524441
02/01/2026,18/12/2026,7525,Put,14.4654665
02/01/2026,18/12/2026,8100,Put,13.42541599
02/01/2026,18/12/2026,11200,Put,21.8627224
02/01/2026,18/12/2026,9800,Put,17.33634377
02/01/2026,18/12/2026,7850,Put,13.64816189
02/01/2026,18/12/2026,8300,Put,13.47222328
02/01/2026,18/12/2026,6875,Put,17.46184731
02/01/2026,18/12/2026,6975,Put,16.9279232
02/01/2026,18/12/2026,6925,Put,17.20298004
02/01/2026,18/12/2026,7125,Put,16.1729641
02/01/2026,18/12/2026,6825,Put,17.72961235
02/01/2026,18/12/2026,11400,Put,22.48510551
02/01/2026,18/12/2026,6775,Put,17.99433327
02/01/2026,18/12/2026,8500,Put,13.65702724
02/01/2026,18/12/2026,7025,Put,16.67620659
02/01/2026,18/12/2026,7850,Call,12.89520645
02/01/2026,18/12/2026,11200,Call,15.27616596
02/01/2026,18/12/2026,8100,Call,12.50750923
02/01/2026,18/12/2026,9800,Call,12.91132355
02/01/2026,18/12/2026,8300,Call,12.34674549
02/01/2026,18/12/2026,6875,Call,16.79380798
02/01/2026,18/12/2026,8500,Call,12.27737904
02/01/2026,18/12/2026,6775,Call,17.30397224
02/01/2026,18/12/2026,7350,Call,14.49163055
02/01/2026,18/12/2026,6925,Call,16.53420258
02/01/2026,18/12/2026,6975,Call,16.28563499
02/01/2026,18/12/2026,11400,Call,15.56230164
02/01/2026,18/12/2026,7125,Call,15.53645706
02/01/2026,18/12/2026,7025,Call,16.02642822
02/01/2026,18/12/2026,6825,Call,17.05388451
02/01/2026,18/12/2026,7325,Call,14.60342407
02/01/2026,18/12/2026,7075,Call,15.78684425
02/01/2026,18/12/2026,10400,Call,13.83600426
02/01/2026,18/12/2026,7425,Call,14.18225193
02/01/2026,18/12/2026,7175,Call,15.29402256
02/01/2026,18/12/2026,7225,Call,15.05348873
02/01/2026,18/12/2026,7525,Call,13.79959297
02/01/2026,18/12/2026,10200,Call,13.42930889
02/01/2026,18/12/2026,7275,Call,14.82634163
02/01/2026,18/12/2026,7375,Call,14.38197041
02/01/2026,18/12/2026,7450,Call,14.08260632
02/01/2026,18/12/2026,10800,Call,14.49648476
02/01/2026,18/12/2026,7575,Call,13.62855148
02/01/2026,18/12/2026,7475,Call,13.98690891
02/01/2026,18/12/2026,7550,Call,13.71198463
02/01/2026,18/12/2026,10600,Call,14.17815304
02/01/2026,18/12/2026,7650,Call,13.39428234
02/01/2026,18/12/2026,7750,Call,13.12351894
02/01/2026,18/12/2026,8150,Call,12.45294476
02/01/2026,18/12/2026,8900,Call,12.33997822
02/01/2026,18/12/2026,7825,Call,12.94662571
02/01/2026,18/12/2026,7725,Call,13.18822479
02/01/2026,18/12/2026,7950,Call,12.7133131
02/01/2026,18/12/2026,7875,Call,12.8461132
02/01/2026,18/12/2026,8700,Call,12.29206467
02/01/2026,18/12/2026,7775,Call,13.05996609
02/01/2026,18/12/2026,8050,Call,12.56390953
02/01/2026,18/12/2026,8900,Put,14.48301125
02/01/2026,18/12/2026,7950,Put,13.51841927
02/01/2026,18/12/2026,7825,Put,13.67956161
02/01/2026,18/12/2026,8150,Put,13.42080879
02/01/2026,18/12/2026,7725,Put,13.91981792
02/01/2026,18/12/2026,7775,Put,13.77137566
02/01/2026,18/12/2026,8700,Put,14.0234251
02/01/2026,18/12/2026,8050,Put,13.44123173
02/01/2026,18/12/2026,7875,Put,13.6055975
02/01/2026,18/12/2026,7675,Put,14.03249454
02/01/2026,18/12/2026,7625,Put,14.16954041
02/01/2026,18/12/2026,7625,Call,13.47271919
02/01/2026,18/12/2026,7675,Call,13.32484722
05/01/2026,18/12/2026,3300,Call,
05/01/2026,18/12/2026,3400,Call,
05/01/2026,18/12/2026,3500,Call,23.55599403
05/01/2026,18/12/2026,3600,Call,27.32177353
05/01/2026,18/12/2026,3700,Call,28.09212875
05/01/2026,18/12/2026,3800,Call,28.55597305
05/01/2026,18/12/2026,3900,Call,28.64198303
05/01/2026,18/12/2026,4000,Call,28.64260292
05/01/2026,18/12/2026,4100,Call,28.47019005
05/01/2026,18/12/2026,4200,Call,28.26633263
05/01/2026,18/12/2026,4300,Call,27.9898777
05/01/2026,18/12/2026,4400,Call,27.68724823
05/01/2026,18/12/2026,4500,Call,27.35999107
05/01/2026,18/12/2026,4600,Call,27.00563622
05/01/2026,18/12/2026,4700,Call,26.64923668
05/01/2026,18/12/2026,4800,Call,26.27098465
05/01/2026,18/12/2026,4900,Call,25.86403465
05/01/2026,18/12/2026,5000,Call,25.46482468
05/01/2026,18/12/2026,5100,Call,25.07102013
05/01/2026,18/12/2026,5200,Call,24.65665627
05/01/2026,18/12/2026,5300,Call,24.24436569
05/01/2026,18/12/2026,5400,Call,23.84109688
05/01/2026,18/12/2026,5500,Call,23.41477585
05/01/2026,18/12/2026,5600,Call,22.99276543
05/01/2026,18/12/2026,5700,Call,22.57092667
05/01/2026,18/12/2026,5800,Call,22.14328194
05/01/2026,18/12/2026,5900,Call,21.71134567
05/01/2026,18/12/2026,3300,Put,40.35641479
05/01/2026,18/12/2026,3400,Put,39.46710205
05/01/2026,18/12/2026,3500,Put,38.59249115
05/01/2026,18/12/2026,3600,Put,37.73040009
05/01/2026,18/12/2026,3700,Put,36.86833191
05/01/2026,18/12/2026,3800,Put,36.06244659
05/01/2026,18/12/2026,3900,Put,35.25050735
05/01/2026,18/12/2026,4000,Put,34.46123505
05/01/2026,18/12/2026,4100,Put,33.68931198
05/01/2026,18/12/2026,4200,Put,32.93425369
05/01/2026,18/12/2026,4300,Put,32.20518112
05/01/2026,18/12/2026,4400,Put,31.49780846
05/01/2026,18/12/2026,4500,Put,30.81283951
05/01/2026,18/12/2026,4600,Put,30.14455795
05/01/2026,18/12/2026,4700,Put,29.49407768
05/01/2026,18/12/2026,4800,Put,28.86745834
05/01/2026,18/12/2026,4900,Put,28.25768471
05/01/2026,18/12/2026,5000,Put,27.663908
05/01/2026,18/12/2026,5100,Put,27.08600235
05/01/2026,18/12/2026,5200,Put,26.51946449
05/01/2026,18/12/2026,5300,Put,25.96492767
05/01/2026,18/12/2026,5400,Put,25.41258049
05/01/2026,18/12/2026,5500,Put,24.87877846
05/01/2026,18/12/2026,5600,Put,24.35183334
05/01/2026,18/12/2026,5700,Put,23.83473206
05/01/2026,18/12/2026,5800,Put,23.32131958
05/01/2026,18/12/2026,5900,Put,22.80924225
05/01/2026,18/12/2026,1800,Call,
05/01/2026,18/12/2026,2000,Call,
05/01/2026,18/12/2026,2200,Call,
05/01/2026,18/12/2026,2400,Call,
05/01/2026,18/12/2026,2600,Call,
05/01/2026,18/12/2026,2800,Call,
05/01/2026,18/12/2026,3000,Call,
05/01/2026,18/12/2026,3200,Call,
05/01/2026,18/12/2026,6000,Call,21.27033615
05/01/2026,18/12/2026,6200,Call,20.36875534
05/01/2026,18/12/2026,6400,Call,19.43581963
05/01/2026,18/12/2026,6600,Call,18.45003128
05/01/2026,18/12/2026,6800,Call,17.42539406
05/01/2026,18/12/2026,7000,Call,16.40221405
05/01/2026,18/12/2026,7200,Call,15.41746712
05/01/2026,18/12/2026,7400,Call,14.52422428
05/01/2026,18/12/2026,7600,Call,13.77682209
05/01/2026,18/12/2026,7800,Call,13.20874786
05/01/2026,18/12/2026,8000,Call,12.80730629
05/01/2026,18/12/2026,8200,Call,12.5593977
05/01/2026,18/12/2026,8400,Call,12.43524265
05/01/2026,18/12/2026,8600,Call,12.39122009
05/01/2026,18/12/2026,8800,Call,12.42029667
05/01/2026,18/12/2026,9000,Call,12.49730968
05/01/2026,18/12/2026,9200,Call,12.57837391
05/01/2026,18/12/2026,1800,Put,56.11741638
05/01/2026,18/12/2026,2000,Put,53.82717133
05/01/2026,18/12/2026,2200,Put,51.45451355
05/01/2026,18/12/2026,2400,Put,49.16033554
05/01/2026,18/12/2026,2600,Put,47.0113945
05/01/2026,18/12/2026,2800,Put,44.99219513
05/01/2026,18/12/2026,3000,Put,43.08877182
05/01/2026,18/12/2026,3200,Put,41.24662781
05/01/2026,18/12/2026,6000,Put,22.29894066
05/01/2026,18/12/2026,6200,Put,21.28130531
05/01/2026,18/12/2026,6400,Put,20.24896049
05/01/2026,18/12/2026,6600,Put,19.19888115
05/01/2026,18/12/2026,6800,Put,18.11290741
05/01/2026,18/12/2026,7000,Put,17.06237602
05/01/2026,18/12/2026,7200,Put,16.04963303
05/01/2026,18/12/2026,7400,Put,15.15881062
05/01/2026,18/12/2026,7600,Put,14.43469334
05/01/2026,18/12/2026,7800,Put,13.92987156
05/01/2026,18/12/2026,8000,Put,13.65646362
05/01/2026,18/12/2026,8200,Put,13.56429672
05/01/2026,18/12/2026,8400,Put,13.64776134
05/01/2026,18/12/2026,8600,Put,13.88907146
05/01/2026,18/12/2026,8800,Put,14.24909782
05/01/2026,18/12/2026,9000,Put,14.72284031
05/01/2026,18/12/2026,9200,Put,15.34369278
05/01/2026,18/12/2026,200,Call,
05/01/2026,18/12/2026,400,Call,
05/01/2026,18/12/2026,600,Call,
05/01/2026,18/12/2026,800,Call,
05/01/2026,18/12/2026,1000,Call,
05/01/2026,18/12/2026,1200,Call,
05/01/2026,18/12/2026,1400,Call,
05/01/2026,18/12/2026,1600,Call,
05/01/2026,18/12/2026,200,Put,106.5181732
05/01/2026,18/12/2026,400,Put,87.2964325
05/01/2026,18/12/2026,600,Put,78.64543152
05/01/2026,18/12/2026,800,Put,73.39962769
05/01/2026,18/12/2026,1000,Put,68.74729919
05/01/2026,18/12/2026,1200,Put,65.07553101
05/01/2026,18/12/2026,1400,Put,61.74272156
05/01/2026,18/12/2026,1600,Put,58.891922
05/01/2026,18/12/2026,9600,Call,12.85212994
05/01/2026,18/12/2026,10000,Call,13.12647057
05/01/2026,18/12/2026,9600,Put,16.75939178
